82.88,0.66,87.17,1.05,959.3,1.28,0.01
82.88,0.66,87.17,1.05,959.3,1.28,0.01
82.88,0.66,87.17,1.05,959.3,1.28,0.01
115.4,8.69,128.68,0.97,546.1,11,0.13
115.4,8.69,128.68,0.97,546.1,11,0.13
115.4,8.69,128.68,0.97,546.1,11,0.13
115.4,8.69,128.68,0.97,546.1,11,0.13
95.71,2.56,92.9,1.05,676.9,2.48,0.04
95.71,2.56,92.9,1.05,676.9,2.48,0.04
95.71,2.56,92.9,1.05,676.9,2.48,0.04
95.71,2.56,92.9,1.05,676.9,2.48,0.04
86.42,2.36,95.3,1.07,615.7,12.2,0.04
86.42,2.36,95.3,1.07,615.7,12.2,0.04
86.42,2.36,95.3,1.07,615.7,12.2,0.04
86.42,2.36,95.3,1.07,615.7,12.2,0.04
98.47,2.24,85.28,1.16,873.9,12.8,0.03
98.47,2.24,85.28,1.16,873.9,12.8,0.03
98.47,2.24,85.28,1.16,873.9,12.8,0.03
98.47,2.24,85.28,1.16,873.9,12.8,0.03
95.84,1.62,103.89,0.94,43.3,-20.4,0.02
95.84,1.62,103.89,0.94,43.3,-20.4,0.02
95.84,1.62,103.89,0.94,43.3,-20.4,0.02
95.84,1.62,103.89,0.94,43.3,-20.4,0.02
99.89,2.54,85.84,1.08,474,28.9,0.18
99.89,2.54,85.84,1.08,474,28.9,0.18
99.89,2.54,85.84,1.08,474,28.9,0.18
99.89,2.54,85.84,1.08,474,28.9,0.18
65.7,2.41,81.84,0.95,1104,23.2,0.01
65.7,2.41,81.84,0.95,1104,23.2,0.01
65.7,2.41,81.84,0.95,1104,23.2,0.01
65.7,2.41,81.84,0.95,1104,23.2,0.01
88.11,1.2,108.27,0.99,770.3,23.4,0.01
88.11,1.2,108.27,0.99,770.3,23.4,0.01
88.11,1.2,108.27,0.99,770.3,23.4,0.01
88.11,1.2,108.27,0.99,770.3,23.4,0.01
79.9,1.26,94.5,1.11,838.3,24.8,0.01
79.9,1.26,94.5,1.11,838.3,24.8,0.01
79.9,1.26,94.5,1.11,838.3,24.8,0.01
79.9,1.26,94.5,1.11,838.3,24.8,0.01
94.41,1.13,103.89,1,336.5,35.7,0.02
94.41,1.13,103.89,1,336.5,35.7,0.02
94.41,1.13,103.89,1,336.5,35.7,0.02
94.41,1.13,103.89,1,336.5,35.7,0.02
96.28,1.15,101.38,1.05,297.6,36.6,0.09
96.28,1.15,101.38,1.05,297.6,36.6,0.09
96.28,1.15,101.38,1.05,297.6,36.6,0.09
96.28,1.15,101.38,1.05,297.6,36.6,0.09
103,6.57,112.18,0.95,1116,-1.72,0
103,6.57,112.18,0.95,1116,-1.72,0
103,6.57,112.18,0.95,1116,-1.72,0
103,6.57,112.18,0.95,1116,-1.72,0
129.44,2.01,123.47,0.9,736.3,-9.02,0.01
129.44,2.01,123.47,0.9,736.3,-9.02,0.01
129.44,2.01,123.47,0.9,736.3,-9.02,0.01
129.44,2.01,123.47,0.9,736.3,-9.02,0.01
97.79,0.7,88.82,1.09,1321,15.3,0.01
97.79,0.7,88.82,1.09,1321,15.3,0.01
97.79,0.7,88.82,1.09,1321,15.3,0.01
97.79,0.7,88.82,1.09,1321,15.3,0.01
83.72,1.37,100.18,0.98,629.8,-4.22,0.02
83.72,1.37,100.18,0.98,629.8,-4.22,0.02
83.72,1.37,100.18,0.98,629.8,-4.22,0.02
83.72,1.37,100.18,0.98,629.8,-4.22,0.02
92.58,3.68,79.99,1.27,1094,22.9,0.01
92.58,3.68,79.99,1.27,1094,22.9,0.01
92.58,3.68,79.99,1.27,1094,22.9,0.01
92.58,3.68,79.99,1.27,1094,22.9,0.01
93.13,0.67,98.35,1.3,2172,4.51,0.55
93.13,0.67,98.35,1.3,2172,4.51,0.55
93.13,0.67,98.35,1.3,2172,4.51,0.55
93.13,0.67,98.35,1.3,2172,4.51,0.55
102.69,1.07,83.55,1.16,415.5,-29.5,0.74
102.69,1.07,83.55,1.16,415.5,-29.5,0.74
102.69,1.07,83.55,1.16,415.5,-29.5,0.74
102.69,1.07,83.55,1.16,415.5,-29.5,0.74
100.43,1.47,99.74,1.01,1449,-7.15,0.18
100.43,1.47,99.74,1.01,1449,-7.15,0.18
100.43,1.47,99.74,1.01,1449,-7.15,0.18
100.43,1.47,99.74,1.01,1449,-7.15,0.18
21.11,0.51,19.2,1.14,1386,13.3,0.73
21.11,0.51,19.2,1.14,1386,13.3,0.73
21.11,0.51,19.2,1.14,1386,13.3,0.73
21.11,0.51,19.2,1.14,1386,13.3,0.73
31.48,0.98,18.04,0.97,350.8,15,0.67
31.48,0.98,18.04,0.97,350.8,15,0.67
31.48,0.98,18.04,0.97,350.8,15,0.67
31.48,0.98,18.04,0.97,350.8,15,0.67
8.64,0.8,98.11,1.12,834.3,-11.6,0
8.64,0.8,98.11,1.12,834.3,-11.6,0
8.64,0.8,98.11,1.12,834.3,-11.6,0
101.51,4.24,96.06,1.23,542.9,0.77,0.03
101.51,4.24,96.06,1.23,542.9,0.77,0.03
101.51,4.24,96.06,1.23,542.9,0.77,0.03
88.85,2.51,84.83,1.01,887.6,0.37,0.1
88.85,2.51,84.83,1.01,887.6,0.37,0.1
88.85,2.51,84.83,1.01,887.6,0.37,0.1
88.85,2.51,84.83,1.01,887.6,0.37,0.1
